,0
B_quantil 090,61.25
B_mediana,60.47
G_bucket 8,61.94
R_quantil 090,61.06
G_quantil 090,60.8
B_bucket 1,60.15
G_bucket 1,59.86
C_bucket 8,60.26
WVII,60.91
G/B,60.17
R_bucket 1,59.65
C_ptp,59.58
R_bucket 7,58.96
R_cv,59.48
G_entropia,59.52
R_quantil 005,59.36
C_bucket 7,59.67
C_bucket 1,58.04
B_bucket 7,57.65
G_bucket 7,53.59
