,0
B_quantil 090,159565.38
B_mediana,159666.44
G_bucket 8,159774.48
R_quantil 090,159818.77
G_quantil 090,159730.67
B_bucket 1,160099.56
G_bucket 1,160500.64
C_bucket 8,160953.06
WVII,164219.71
G/B,163888.51
R_bucket 1,164999.07
C_ptp,164833.5
R_bucket 7,165569.73
R_cv,165942.1
G_entropia,166519.42
R_quantil 005,167338.45
C_bucket 7,168426.52
C_bucket 1,170159.81
B_bucket 7,172378.74
G_bucket 7,176127.56
